,store,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,meals,open,hoursopen,pricesoda,pricefry,priceentree,nregisters,nregisters11,time,fte,change_fte
337,297.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,15.0,3.0,4.25,13.0,0.05,2.0,7.0,16.0,1.06,0.91,0.98,3.0,3.0,0.0,16.5,
558,299.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,12.0,2.0,5.05,13.0,0.25,1.0,11.0,11.5,1.05,0.84,2.32,3.0,2.0,1.0,12.0,5.0
148,299.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,5.0,26.0,,1.0,10.5,11.5,1.06,0.85,2.34,3.0,2.0,0.0,7.0,
149,301.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,12.0,5.0,5.0,11.0,0.36,3.0,11.0,10.5,1.06,0.85,2.34,3.0,1.0,0.0,14.0,
559,301.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,5.05,4.0,0.5,2.0,11.0,10.5,0.94,0.84,2.32,3.0,2.0,1.0,5.5,-8.5
748,303.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,12.0,35.0,3.0,5.05,13.0,0.15,2.0,7.0,16.0,1.05,1.05,1.05,5.0,3.0,1.0,29.5,2.0
338,303.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,35.0,3.0,4.35,26.0,0.27,2.0,6.0,17.0,1.12,1.0,1.02,6.0,5.0,0.0,27.5,
749,304.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,10.0,15.0,4.0,5.05,26.0,0.38,1.0,0.0,24.0,1.4,1.29,1.05,5.0,5.0,1.0,17.5,-2.5
339,304.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,20.0,3.0,4.5,26.0,0.37,2.0,6.0,17.0,1.27,1.27,2.24,5.0,3.0,0.0,20.0,
750,305.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,22.0,4.0,5.05,2.0,0.35,1.0,6.0,18.0,1.37,1.31,1.05,5.0,4.0,1.0,16.0,6.0
340,305.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,20.0,3.0,4.39,,,2.0,6.0,17.0,1.27,1.27,1.06,5.0,4.0,0.0,10.0,
501,306.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,20.0,3.0,5.05,26.0,0.23,2.0,6.0,18.0,1.11,1.05,1.05,,2.0,1.0,16.0,-6.5
91,306.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,3.0,,17.0,,2.0,6.0,17.0,1.02,,1.06,4.0,4.0,0.0,22.5,
751,307.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,25.0,6.0,5.2,,,2.0,0.0,24.0,1.26,,1.05,5.0,5.0,1.0,37.5,11.25
341,307.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.5,17.5,4.0,4.25,15.0,0.5,2.0,6.0,18.0,1.19,1.19,1.06,5.0,5.0,0.0,26.25,
342,310.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,28.0,4.0,4.25,13.0,0.25,2.0,10.5,11.5,0.91,0.91,1.94,2.0,1.0,0.0,14.0,
752,310.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,23.0,3.0,5.05,26.0,0.3,2.0,10.5,11.5,0.97,0.9,2.06,2.0,2.0,1.0,14.5,0.5
502,311.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,35.0,30.0,3.0,5.05,,0.2,2.0,10.5,11.5,1.01,0.95,1.05,2.0,2.0,1.0,50.0,35.0
92,311.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,30.0,4.0,,26.0,0.32,2.0,10.5,11.5,0.91,0.91,1.06,2.0,2.0,0.0,15.0,
343,312.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,3.0,4.25,10.0,0.22,1.0,8.0,11.0,1.22,1.06,0.93,3.0,1.0,0.0,7.0,
753,312.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,3.0,2.0,3.0,5.05,4.0,0.25,1.0,9.0,10.0,1.26,1.05,1.02,3.0,1.0,1.0,4.0,-3.0
344,313.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,9.0,4.0,4.5,4.0,0.25,1.0,7.0,15.0,1.06,0.93,0.94,3.0,2.0,0.0,15.5,
754,313.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,30.0,,5.05,8.0,0.25,1.0,7.0,15.0,1.0,1.01,0.89,3.0,3.0,1.0,15.0,-0.5
345,314.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,12.0,3.0,4.62,4.0,0.25,1.0,7.0,15.0,1.06,0.95,0.91,3.0,2.0,0.0,14.0,
755,314.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,15.0,6.0,4.0,5.25,13.0,0.15,1.0,6.0,16.0,1.05,0.74,0.94,3.0,3.0,1.0,18.0,4.0
503,315.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.5,20.0,2.0,5.05,8.0,0.08,2.0,7.0,16.0,1.05,0.84,0.87,3.0,2.0,1.0,14.5,0.0
93,315.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,2.0,,4.0,0.25,3.0,7.0,16.0,1.0,0.85,0.88,3.0,2.0,0.0,14.5,
346,316.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,15.0,3.0,4.62,8.0,0.25,2.0,7.0,16.0,1.06,0.92,0.87,3.0,2.0,0.0,22.5,
756,316.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,12.0,14.0,3.0,5.05,26.0,0.15,2.0,7.0,16.0,1.05,0.94,0.94,,,1.0,19.0,-3.5
347,317.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,2.0,4.25,13.0,0.17,1.0,8.0,12.0,1.22,0.93,0.96,3.0,1.0,0.0,4.0,
757,317.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,5.05,8.0,0.13,1.0,8.0,10.5,1.26,1.05,1.05,2.0,1.0,1.0,4.0,0.0
758,318.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,7.0,6.0,4.0,5.05,13.0,0.5,1.0,10.5,11.5,1.11,0.95,2.59,3.0,3.0,1.0,10.0,1.5
348,318.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,3.0,4.75,13.0,0.25,2.0,11.0,12.0,1.23,0.98,2.61,3.0,3.0,0.0,8.5,
759,319.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,22.0,4.0,3.0,5.05,13.0,0.25,1.0,10.5,11.5,0.95,0.9,2.43,4.0,3.0,1.0,24.0,18.5
349,319.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,3.0,4.62,2.5,0.12,2.0,10.5,12.5,1.06,0.85,3.95,,,0.0,5.5,
150,320.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,2.0,5.0,13.0,0.12,2.0,11.0,12.0,1.12,0.8,2.45,4.0,4.0,0.0,9.5,
560,320.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,4.0,6.0,3.0,5.05,,,1.0,11.0,11.0,1.05,0.84,2.43,4.0,3.0,1.0,7.0,-2.5
151,321.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,14.0,3.0,5.0,,0.25,2.0,10.5,12.5,1.12,0.85,2.45,4.0,2.0,0.0,10.0,
561,321.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,11.0,2.0,5.05,13.0,0.15,1.0,11.0,12.0,1.05,0.84,2.43,4.0,3.0,1.0,9.5,-0.5
350,322.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,13.0,4.0,4.75,13.0,0.15,2.0,6.0,16.0,1.06,1.06,1.02,6.0,2.0,0.0,14.5,
760,322.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,5.0,4.0,5.05,13.0,,2.0,7.0,15.0,0.96,1.01,0.94,6.0,3.0,1.0,14.5,0.0
152,324.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,46.0,5.0,5.25,26.0,0.2,2.0,0.0,24.0,1.18,1.06,,5.0,2.0,0.0,43.0,
562,324.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,39.0,5.0,5.05,52.0,0.25,2.0,0.0,24.0,1.22,1.05,1.05,5.0,2.0,1.0,41.5,-1.5
351,325.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,15.0,4.0,4.5,10.0,0.25,2.0,6.0,15.0,1.09,1.06,0.79,6.0,3.0,0.0,11.5,
761,325.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,15.0,3.0,5.05,26.0,0.1,2.0,7.0,15.0,1.02,1.01,1.01,6.0,3.0,1.0,8.5,-3.0
153,326.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,18.0,45.0,5.0,5.15,11.0,0.15,2.0,0.0,24.0,1.26,0.99,,4.0,3.0,0.0,40.5,
563,326.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45.0,4.0,5.05,,,2.0,0.0,24.0,1.22,,1.05,4.0,2.0,1.0,22.5,-18.0
154,330.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,16.0,3.0,5.42,13.0,0.12,1.0,10.5,15.5,1.01,0.86,0.95,2.0,2.0,0.0,12.0,
564,330.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,3.0,20.0,3.0,5.67,52.0,0.25,1.0,10.5,14.5,0.94,0.79,1.26,2.0,2.0,1.0,13.0,1.0
762,333.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,20.0,3.0,5.05,13.0,0.18,2.0,7.0,15.0,1.04,0.87,0.87,3.0,3.0,1.0,13.0,2.75
352,333.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.5,4.0,4.25,13.0,0.2,2.0,7.0,15.0,1.02,0.88,0.82,4.0,,0.0,10.25,
155,334.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,5.0,4.0,0.17,3.0,9.0,12.5,0.91,0.91,0.91,3.0,3.0,0.0,15.0,
565,334.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,3.0,5.05,26.0,0.18,3.0,9.0,12.5,0.9,0.9,0.85,3.0,2.0,1.0,10.0,-5.0
94,335.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,3.0,,13.0,0.17,1.0,6.0,17.0,1.06,0.92,0.92,5.0,2.0,0.0,14.0,
504,335.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,3.0,5.05,26.0,0.13,1.0,6.0,17.0,1.05,0.94,0.94,5.0,2.0,1.0,13.5,-0.5
763,336.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,10.0,20.0,5.0,5.05,6.0,0.2,2.0,6.0,16.0,0.95,1.05,0.94,3.0,3.0,1.0,20.0,-14.0
353,336.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,12.0,4.0,4.5,4.0,0.2,2.0,7.0,15.0,1.02,0.91,0.93,3.0,2.0,0.0,34.0,
354,337.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.5,5.0,4.87,,0.3,3.0,7.0,17.0,1.06,0.93,0.93,4.0,3.0,0.0,19.75,
764,337.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,25.0,5.0,3.0,5.05,26.0,,2.0,7.0,17.0,,,,,,1.0,27.5,7.75
355,339.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,6.0,2.0,4.25,26.0,0.37,3.0,7.0,16.0,1.06,0.85,0.95,3.0,3.0,0.0,21.0,
765,339.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,9.0,2.0,5.05,13.0,0.25,1.0,7.0,16.0,0.95,0.95,0.95,3.0,3.0,1.0,9.5,-11.5
356,340.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,30.0,3.0,4.25,26.0,0.1,2.0,7.5,14.5,0.96,0.95,0.85,5.0,4.0,0.0,21.0,
766,340.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,15.0,17.0,2.0,5.05,8.0,0.15,2.0,6.0,16.0,1.05,0.84,0.84,5.0,4.0,1.0,23.5,2.5
767,341.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,7.0,3.0,5.05,,,1.0,11.0,11.0,0.9,0.84,2.32,4.0,2.0,1.0,6.5,1.0
357,341.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,4.62,4.0,0.25,1.0,11.0,9.5,0.95,0.74,2.34,3.0,3.0,0.0,5.5,
768,343.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,2.0,5.05,6.0,0.15,2.0,11.0,12.0,0.95,0.85,2.32,4.0,3.0,1.0,9.5,-3.5
358,343.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,2.0,4.75,26.0,0.25,2.0,11.0,10.5,0.95,0.74,2.34,4.0,3.0,0.0,13.0,
359,346.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.5,2.0,4.25,19.0,0.2,2.0,11.0,10.0,0.95,,,4.0,3.0,0.0,7.25,
769,346.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,12.0,3.0,,,,1.0,11.0,11.0,0.85,,,,,1.0,9.0,1.75
770,348.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,-8.25
360,348.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.5,3.0,4.25,13.0,0.2,2.0,10.5,10.5,1.02,1.06,0.95,3.0,2.0,0.0,8.25,
566,349.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,4.0,5.05,4.0,0.18,2.0,7.0,15.0,1.01,1.01,0.94,3.0,3.0,1.0,10.0,-6.0
156,349.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,27.0,5.0,5.0,6.0,0.15,2.0,6.0,16.0,1.12,0.91,0.95,3.0,3.0,0.0,16.0,
771,350.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,20.0,2.0,5.05,13.0,0.23,2.0,6.0,17.0,1.01,1.01,0.89,5.0,4.0,1.0,15.0,2.5
361,350.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,4.0,4.75,13.0,0.37,2.0,6.0,16.0,1.06,0.91,1.12,5.0,,0.0,12.5,
772,351.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,20.0,4.0,5.05,52.0,0.53,2.0,6.0,16.0,1.01,1.01,0.73,4.0,2.0,1.0,20.0,4.25
362,351.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,27.5,3.0,4.25,,,2.0,6.0,16.0,1.02,0.9,0.95,4.0,3.0,0.0,15.75,
773,352.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,,,,,,,,,,0.95,0.95,0.89,,,1.0,,
363,352.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,4.75,8.0,0.25,2.0,10.0,11.5,1.12,0.91,0.99,2.0,2.0,0.0,9.5,
364,353.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,22.5,3.0,4.37,13.0,0.22,2.0,6.0,16.0,1.07,0.85,0.95,5.0,3.0,0.0,18.75,
774,353.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,31.0,4.0,5.05,28.0,,2.0,6.0,16.0,1.01,1.01,0.89,3.0,3.0,1.0,,
157,354.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,7.0,3.0,5.06,4.0,0.25,1.0,10.5,10.5,0.95,0.86,0.95,2.0,2.0,0.0,17.5,
567,354.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,9.0,7.0,3.0,5.05,13.0,0.23,1.0,10.5,10.5,1.0,0.85,0.94,2.0,2.0,1.0,12.5,-5.0
365,355.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,3.0,4.87,26.0,0.15,1.0,10.5,11.5,0.95,0.92,0.95,2.0,2.0,0.0,10.5,
775,355.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,17.0,2.0,,,,1.0,10.5,11.5,1.0,0.85,0.89,2.0,2.0,1.0,11.5,1.0
158,356.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.5,10.0,4.0,5.05,13.0,,1.0,10.5,11.5,0.95,0.8,1.06,2.0,2.0,0.0,16.5,
568,356.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,4.0,5.05,17.0,0.15,1.0,10.5,11.5,1.0,0.85,1.05,2.0,2.0,1.0,14.0,-2.5
159,357.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.5,20.0,3.0,5.0,16.0,0.2,1.0,10.5,11.5,0.95,0.86,0.95,2.0,2.0,0.0,14.5,
569,357.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,21.0,6.0,3.0,5.25,13.0,0.25,1.0,10.5,12.5,1.0,0.84,2.35,2.0,2.0,1.0,24.0,9.5
366,359.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,4.0,4.25,26.0,0.17,2.0,7.0,15.0,1.02,0.85,0.82,3.0,3.0,0.0,11.0,
776,359.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,26.0,4.0,5.05,26.0,0.25,2.0,7.0,16.0,1.05,0.87,0.82,3.0,2.0,1.0,13.0,2.0
777,360.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,32.0,7.0,5.05,4.0,0.25,2.0,7.0,16.0,1.05,0.87,0.82,3.0,3.0,1.0,21.0,5.5
367,360.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,2.0,4.25,13.0,0.15,2.0,7.0,15.0,1.06,0.84,0.89,3.0,3.0,0.0,15.5,
778,361.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,23.0,6.0,5.05,26.0,0.18,2.0,7.0,16.0,0.9,0.93,0.92,3.0,2.0,1.0,15.5,3.0
368,361.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,5.0,4.25,26.0,0.22,2.0,7.0,16.0,1.02,0.91,0.85,3.0,3.0,0.0,12.5,
369,362.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,,4.25,13.0,0.66,2.0,10.5,12.5,1.06,0.81,2.45,5.0,3.0,0.0,12.5,
779,362.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,24.0,4.0,4.0,5.05,13.0,0.18,1.0,10.5,12.5,1.05,0.84,2.43,5.0,3.0,1.0,26.0,13.5
370,363.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,3.0,4.25,18.0,0.18,2.0,10.5,12.5,1.06,0.8,2.45,4.0,3.0,0.0,12.5,
780,363.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,14.0,7.0,2.0,5.2,4.0,0.13,2.0,10.5,12.5,1.01,0.8,2.43,4.0,4.0,1.0,17.5,5.0
371,364.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,20.0,3.0,4.25,13.0,0.12,2.0,11.0,12.0,0.95,0.85,2.45,4.0,4.0,0.0,13.5,
781,364.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,30.0,4.0,5.05,52.0,0.25,1.0,10.5,12.5,1.05,0.84,2.43,5.0,3.0,1.0,16.0,2.5
372,366.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,17.0,3.0,4.5,13.0,0.25,2.0,10.5,11.5,1.02,0.91,0.63,5.0,4.0,0.0,10.5,
782,366.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,4.0,5.05,13.0,0.25,2.0,10.5,11.5,1.01,0.9,0.63,4.0,3.0,1.0,10.5,0.0
783,368.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,2.0,5.05,19.0,0.15,1.0,10.5,11.5,1.0,0.85,0.95,2.0,2.0,1.0,12.5,2.5
373,368.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,3.0,4.25,13.0,0.15,3.0,10.5,12.5,0.89,0.86,0.95,2.0,1.0,0.0,10.0,
374,369.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,4.0,4.35,18.0,0.12,2.0,7.0,15.0,1.17,1.06,1.17,3.0,2.0,0.0,7.5,
784,369.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,-7.5
375,370.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,11.5,3.3,4.85,18.0,0.25,3.0,7.0,16.0,1.06,0.95,0.95,3.0,2.0,0.0,25.75,
785,370.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,26.0,5.0,3.0,5.05,,0.1,3.0,7.0,16.0,,,,3.0,2.0,1.0,28.5,2.75
570,371.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,11.0,22.0,5.0,5.25,26.0,,3.0,7.0,16.0,,,,4.0,2.0,1.0,22.0,-1.5
160,371.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,23.0,4.0,5.0,13.0,0.15,2.0,7.0,16.0,1.06,1.02,0.95,3.0,3.0,0.0,23.5,
95,372.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,45.0,5.0,,26.0,0.15,3.0,6.5,19.0,1.1,0.95,1.1,4.0,,0.0,22.5,
505,372.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,20.0,5.0,5.05,8.0,0.08,2.0,6.5,18.5,1.06,1.05,1.04,4.0,3.0,1.0,40.0,17.5
571,373.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,18.0,15.0,4.0,5.05,13.0,0.25,2.0,6.5,15.5,1.1,0.94,1.02,6.0,5.0,1.0,25.5,5.5
161,373.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,12.0,4.0,5.0,4.0,0.25,2.0,6.5,15.5,1.01,0.95,1.03,6.0,3.0,0.0,20.0,
572,375.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,4.0,5.5,26.0,0.1,1.0,7.0,15.0,1.05,0.94,1.01,3.0,3.0,1.0,12.5,-17.5
162,375.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,25.0,10.0,4.0,5.25,26.0,0.25,1.0,7.0,15.0,1.02,0.8,,4.0,2.0,0.0,30.0,
786,376.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,17.0,3.0,5.05,15.0,0.2,2.0,8.0,14.0,1.26,1.01,1.0,3.0,3.0,1.0,8.5,-0.5
376,376.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,10.0,4.0,4.5,13.0,0.1,2.0,8.0,14.0,0.95,0.95,0.96,8.0,4.0,0.0,9.0,
787,377.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,11.0,12.0,3.0,5.05,26.0,0.2,2.0,8.0,14.0,1.05,0.95,0.94,3.0,1.0,1.0,17.0,2.0
377,377.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0,6.0,3.0,4.25,26.0,0.15,2.0,8.0,14.0,1.06,0.95,0.95,3.0,2.0,0.0,15.0,
573,378.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,20.0,15.0,4.0,5.05,52.0,0.25,2.0,6.0,19.0,1.05,0.99,1.03,6.0,4.0,1.0,27.5,13.5
163,378.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,8.0,4.0,5.0,52.0,0.1,2.0,6.5,18.5,1.1,0.96,1.1,5.0,5.0,0.0,14.0,
788,379.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,6.0,3.0,5.05,52.0,0.15,1.0,7.0,16.0,1.06,1.06,1.06,3.0,2.0,1.0,31.0,5.0
378,379.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,4.0,4.62,26.0,0.17,3.0,7.0,16.0,1.06,1.06,0.95,3.0,2.0,0.0,26.0,
379,380.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0,3.0,4.5,52.0,0.2,3.0,7.0,16.0,1.06,0.95,0.95,3.0,2.0,0.0,17.5,
789,380.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,15.0,14.0,3.0,5.05,26.0,0.13,1.0,7.0,16.0,1.05,0.94,0.94,3.0,2.0,1.0,22.0,4.5
